house car land income mate class
2 3 4 51611 0 0
4 1 1 -47921 1 1
0 4 0 -31169 1 0
0 0 2 12981 0 0
2 0 1 -46024 0 0
3 0 3 4501 0 2
0 2 2 -23157 1 0
3 3 0 72274 1 3
4 1 2 28454 0 1
2 2 3 41309 1 1
0 4 1 5296 0 0
3 2 4 -36320 1 3
3 1 4 90833 1 3
3 3 0 -32155 0 2
4 2 3 91159 0 2
1 0 2 -48938 0 0
3 2 2 -27082 0 1
2 3 0 12127 1 0
4 0 0 -11950 0 1
3 2 4 36872 1 3
2 2 1 14719 1 0
4 0 1 -19925 1 1
0 1 2 93957 0 0
0 1 3 -7704 1 0
0 2 1 29021 1 0
3 2 4 88117 0 2
4 4 4 96764 1 3
2 1 4 -44235 1 0
4 0 1 -6912 0 1
1 0 3 44501 1 1
4 1 1 -46054 1 1
4 1 1 -18714 1 1
0 0 0 52928 1 1
0 2 1 76097 1 1
2 4 3 38903 0 0
1 2 1 68609 0 0
1 2 0 89511 1 1
3 1 2 42574 0 1
1 3 2 38629 0 0
3 3 4 41653 1 3
4 4 4 37531 0 2
1 1 3 4087 1 0
0 3 3 30643 1 0
3 0 1 21718 1 1
3 4 1 85533 1 3
3 1 4 -14593 0 2
0 3 2 9749 1 0
4 3 0 -44288 0 2
4 0 3 45334 0 2
3 0 2 47724 1 1
1 2 1 88363 0 0
1 0 4 -3952 1 0
3 3 3 38352 1 3
3 4 1 68660 0 2
1 0 2 -41234 1 0
0 4 1 28766 0 0
3 4 2 43310 0 2
2 4 2 -30428 1 0
1 1 2 -26912 1 0
1 0 3 -33386 0 0
0 3 2 329 0 0
3 1 0 61737 1 1
1 4 3 89232 0 0
0 2 0 70055 0 0
2 1 2 87275 1 1
3 0 1 -35137 0 1
0 1 1 54633 1 1
3 4 3 85542 0 2
4 1 4 23332 1 3
4 3 1 99410 1 3
2 1 2 -49152 0 0
3 1 3 96153 0 2
2 2 1 65668 0 0
0 2 4 -8293 0 0
3 3 0 86849 0 2
1 3 0 18805 0 0
3 0 1 81721 0 1
3 3 0 37311 1 3
3 2 3 40538 1 3
4 3 2 -38294 1 3
1 4 0 21043 1 0
2 0 0 26863 1 0
0 3 0 54648 0 0
3 4 4 -34566 0 2
1 0 2 28124 1 0
0 0 0 81762 1 1
2 4 0 8272 0 0
3 2 3 -6517 1 3
2 3 3 14151 0 0
3 3 3 7875 0 2
1 0 0 -30667 0 0
1 2 4 -36431 0 0
3 4 0 79642 0 2
4 2 0 -49510 0 1
0 2 2 5300 1 0
1 2 2 -26468 0 0
0 3 3 8146 1 0
4 1 2 91426 1 1
3 0 1 68576 0 1
2 0 0 -45756 0 0
1 1 2 -18568 0 0
1 3 2 93229 0 0
0 1 3 43001 1 1
2 3 1 77179 1 1
1 1 0 -12843 0 0
4 0 1 43386 0 1
1 0 1 -38137 0 0
3 0 0 90057 1 1
1 0 0 35029 0 0
4 4 4 29942 1 3
0 2 2 43623 1 1
1 4 0 4074 0 0
1 4 0 -28734 0 0
3 0 4 48910 0 2
1 1 0 -33389 1 0
4 4 4 74685 1 3
1 0 0 52802 1 1
2 0 2 76918 0 0
3 1 0 64764 0 1
3 4 3 49325 1 3
4 4 2 40988 0 2
4 4 3 -39712 0 2
2 4 3 38074 1 0
1 0 0 97675 0 0
3 4 3 59994 1 3
3 4 4 -38225 1 3
2 3 0 -8894 1 0
4 3 1 43798 0 2
3 2 4 -72 0 2
3 0 4 2385 1 3
1 0 2 90380 0 0
3 0 4 1843 0 2
2 3 1 72495 1 1
4 0 0 39231 0 1
2 3 4 -30195 1 0
0 4 3 -27740 1 0
0 2 3 -16950 0 0
1 3 1 88609 0 0
0 2 0 32509 1 0
3 1 3 14360 1 3
0 1 2 243 1 0
2 0 4 -10683 0 0
0 0 1 1690 1 0
0 1 0 20897 0 0
1 4 3 -27565 0 0
4 1 4 71508 1 3
3 1 2 34850 1 1
3 4 4 62637 0 2
2 0 0 57693 1 1
0 0 3 20744 0 0
3 0 2 83993 0 1
2 1 4 78757 1 1
1 1 1 37291 1 0
4 3 2 65817 1 3
2 4 2 41904 0 0
0 2 0 58950 0 0
1 1 0 47861 1 1
1 0 0 73842 1 1
1 2 4 -14471 0 0
4 1 1 79716 0 1
0 3 2 19815 0 0
3 3 3 73941 0 2
4 1 3 4771 0 2
4 1 0 2937 0 1
4 4 3 -35881 1 3
2 0 2 -38558 0 0
0 1 2 1749 0 0
1 0 3 1180 0 0
2 2 1 -143 1 0
1 2 3 13449 1 0
4 3 3 17148 1 3
1 0 4 26817 0 0
2 4 1 39484 1 0
4 0 1 -17722 0 1
3 0 2 56752 0 1
0 3 4 91299 0 0
1 3 4 9209 0 0
0 0 2 -49828 0 0
4 4 2 65544 1 3
0 0 1 60299 1 1
0 1 0 75153 0 0
2 2 3 -27735 0 0
1 0 3 62538 1 1
2 0 3 10869 1 0
0 1 2 -16109 1 0
4 4 4 5603 1 3
3 4 4 8025 0 2
2 1 1 -49529 1 0
3 2 4 63973 0 2
3 3 3 80867 0 2
3 1 3 88911 1 3
3 3 4 87735 1 3
3 2 2 64355 1 1
0 1 0 -25813 1 0
3 2 2 61110 1 1
2 3 1 69172 0 0
0 1 1 -23591 0 0
4 3 3 64253 0 2
4 0 0 76383 0 1
2 3 0 98140 0 0
4 1 2 -5815 1 1
2 1 2 88451 1 1
3 4 3 -3542 0 2
4 2 4 -29167 1 3
0 2 0 85691 1 1
3 2 1 38223 1 1
0 4 3 9565 1 0
1 3 1 -48054 0 0
3 0 3 -10620 1 3
1 2 2 -40494 0 0
3 2 4 53504 1 3
4 0 2 -35334 1 1
2 3 3 -45370 1 0
2 4 2 15679 1 0
4 4 1 37362 1 3
0 1 0 16870 0 0
1 3 1 14349 1 0
0 3 2 21511 1 0
3 0 1 81044 1 1
3 1 2 -12135 0 1
1 2 1 -30292 0 0
3 1 4 72381 1 3
1 3 4 97772 0 0
2 4 3 26531 1 0
4 0 2 67361 0 1
4 2 3 28598 0 2
1 1 4 79413 1 1
4 1 1 -20722 1 1
2 2 4 79425 0 0
4 4 0 80398 0 2
2 2 4 65234 1 1
2 0 3 12954 0 0
0 0 1 -4592 0 0
3 4 4 57232 0 2
4 2 1 61670 0 1
3 1 4 18637 1 3
3 3 0 65519 1 3
2 2 0 -24032 0 0
2 0 0 56582 1 1
1 3 4 25368 0 0
0 4 1 40608 1 1
1 3 4 12946 1 0
1 2 3 38402 1 0
2 1 2 -39982 1 0
4 2 1 -5858 1 1
4 0 2 20334 0 1
2 2 0 -3436 0 0
4 4 1 98220 1 3
0 4 0 23771 0 0
0 2 4 4744 0 0
0 2 0 -815 1 0
2 0 1 -17658 0 0
0 3 4 -44574 0 0
1 1 0 71474 0 0
3 0 0 16272 0 1
1 1 0 62707 0 0
1 4 2 19998 1 0
4 0 4 -40146 1 3
3 0 1 14338 0 1
2 2 2 -25400 0 0
2 3 2 58798 1 1
3 1 1 83630 0 1
4 3 0 23188 1 3
4 0 2 -6519 1 1
2 3 4 58782 0 0
3 4 0 6199 0 2
2 1 3 86771 0 0
4 0 0 91226 1 1
3 3 1 -37012 1 3
4 3 1 89921 0 2
3 1 1 5368 1 1
1 2 3 10278 0 0
4 4 1 -31331 1 3
1 2 3 74193 0 0
3 0 1 19378 1 1
4 2 0 -48656 1 1
1 3 4 -20767 1 0
0 2 1 4173 0 0
2 4 4 -15087 1 0
0 0 2 -38678 0 0
1 3 1 9854 0 0
3 0 3 69706 1 3
4 0 1 1620 1 1
3 0 2 17165 1 1
4 0 3 -38149 1 3
2 4 0 7163 0 0
3 0 3 -43556 1 3
3 2 3 71857 1 3
4 4 0 95056 0 2
2 0 0 36666 1 0
4 4 3 38135 0 2
0 3 3 30527 1 0
1 2 3 38540 1 0
4 2 2 19147 1 1
0 2 4 56778 0 0
3 0 1 62566 0 1
2 3 0 29099 0 0
2 0 1 -29947 1 0
0 0 2 36948 1 0
4 3 0 74434 0 2
2 1 3 86691 0 0
0 4 1 60294 1 1
1 3 2 48673 1 1
2 0 0 31882 1 0
3 2 1 53438 0 1
1 2 2 47116 0 0
3 0 1 -27201 0 1
0 1 4 30989 0 0
4 4 2 -38389 0 2
4 2 1 62137 1 1
1 0 0 18551 1 0
2 4 4 -14888 0 0
2 1 3 58868 1 1
4 3 1 21955 0 2
2 1 0 -19793 0 0
4 0 4 -40464 1 3
2 0 0 41175 1 1
1 2 4 -16048 1 0
1 0 3 3528 1 0
4 4 1 13642 0 2
1 0 1 99638 1 1
0 3 0 -11971 0 0
4 2 3 4167 1 3
3 4 1 57952 0 2
0 4 1 44763 1 1
3 3 2 93431 1 3
2 1 4 76167 0 0
4 4 1 14990 1 3
4 1 0 43377 1 1
0 3 2 27078 1 0
1 2 3 44920 1 1
2 4 3 73103 1 1
2 0 1 33743 0 0
0 0 2 -8109 0 0
1 2 2 74273 0 0
1 1 3 29743 1 0
4 1 3 22281 1 3
2 1 0 33634 0 0
3 0 2 -7156 0 1
0 0 3 -17979 0 0
3 4 2 -4377 0 2
4 3 3 -36228 1 3
2 2 3 73594 0 0
0 1 0 -44600 0 0
2 0 2 776 1 0
3 3 1 -45408 0 2
4 3 0 31648 1 3
2 1 4 -23119 1 0
2 4 4 13188 0 0
4 3 2 -19484 1 3
4 3 0 9440 0 2
4 2 2 18746 0 1
4 2 2 75865 1 1
1 4 4 64055 0 0
0 0 3 -34835 0 0
0 1 3 62229 0 0
0 2 3 52391 0 0
3 2 4 49587 0 2
1 0 4 49104 1 1
4 0 0 15231 0 1
1 2 4 -26174 1 0
1 1 4 21557 1 0
0 0 4 75311 1 1
2 4 0 83227 0 0
0 0 4 -15201 0 0
3 4 4 -12246 1 3
4 4 1 45937 0 2
0 0 2 94396 0 0
4 1 3 12889 1 3
4 3 1 36109 0 2
3 4 2 50220 1 3
3 4 1 97862 0 2
2 3 0 -4096 1 0
2 0 3 -45720 0 0
0 4 1 18888 1 0
1 4 0 -1610 1 0
1 4 1 61119 1 1
1 4 2 76288 0 0
3 3 2 6482 0 2
4 1 1 37071 0 1
1 2 1 84273 1 1
3 1 4 41980 0 2
2 4 2 60810 1 1
2 2 0 76715 0 0
0 2 3 -16078 1 0
3 0 1 -38702 1 1
2 1 4 -13810 1 0
0 2 1 -23617 1 0
3 0 0 50704 1 1
4 1 3 55902 0 2
2 2 1 25157 0 0
4 1 3 -40033 0 2
0 3 0 -45819 1 0
3 1 2 9632 1 1
1 2 2 94337 0 0
1 1 0 67333 0 0
2 4 2 -36947 1 0
4 0 2 -9912 1 1
1 2 0 -37792 1 0
0 1 4 46554 1 1
2 1 0 72133 1 1
2 0 1 67861 0 0
4 1 1 94808 0 1
3 2 3 60840 1 3
1 0 3 -39040 1 0
1 1 4 -29097 1 0
3 1 0 -16294 0 1
3 2 4 61342 0 2
1 2 1 40307 0 0
1 4 1 -38158 1 0
3 1 1 -2073 0 1
1 4 4 -3552 0 0
0 2 2 -27160 1 0
1 4 2 61874 1 1
1 1 0 28869 0 0
2 2 0 -20012 0 0
3 4 1 84365 0 2
1 0 3 -26992 1 0
0 2 2 -700 0 0
2 4 3 11594 1 0
1 1 0 18739 0 0
1 3 2 -38193 1 0
0 3 3 -37061 0 0
3 4 3 -10770 0 2
4 1 2 7690 0 1
0 2 4 47061 0 0
4 4 4 32548 1 3
2 2 2 99530 1 1
2 1 1 -49535 0 0
3 3 4 -6899 0 2
0 4 4 22100 1 0
1 0 0 -4570 1 0
3 0 3 96000 0 2
2 0 4 2637 0 0
2 1 3 -5856 1 0
1 0 4 21290 1 0
2 4 2 50828 1 1
4 1 4 -19758 0 2
3 4 4 40112 0 2
0 3 3 4803 0 0
0 0 2 10968 0 0
0 2 4 62611 1 1
1 3 2 62339 0 0
0 2 3 82404 1 1
2 0 2 74461 1 1
3 4 4 73669 0 2
2 1 4 27996 1 0
3 0 1 92849 1 1
1 3 1 -23573 1 0
3 2 0 94387 0 1
2 3 0 -11067 0 0
1 1 0 22598 1 0
2 2 3 11537 0 0
0 2 0 -15276 0 0
1 0 3 -19088 0 0
0 4 3 37040 1 0
0 0 3 -1638 0 0
2 1 1 52128 0 0
0 1 0 61191 0 0
0 0 3 98595 1 1
1 3 0 -40017 1 0
4 4 4 12562 1 3
1 0 2 93253 0 0
0 4 1 8027 0 0
4 4 4 83021 0 2
1 3 0 32209 1 0
1 1 2 42017 1 1
1 2 4 -5047 1 0
4 0 4 57932 0 2
2 2 2 3048 1 0
2 2 4 30150 0 0
4 0 3 -31115 1 3
4 0 2 -29852 1 1
2 0 0 -18900 0 0
2 2 0 53097 1 1
4 0 4 72349 1 3
3 0 1 60598 0 1
0 3 4 -38437 0 0
1 3 1 77937 1 1
2 1 2 -23223 1 0
0 4 1 45337 1 1
3 0 4 38535 1 3
0 0 0 67440 0 0
4 2 2 97911 0 1
1 4 1 9270 1 0
2 4 3 2610 0 0
4 4 1 34428 0 2
2 1 2 77796 1 1
1 3 1 -15088 0 0
0 2 1 49957 1 1
3 1 4 47819 0 2
3 1 0 26400 0 1
4 3 4 -15767 0 2
2 3 0 -12119 0 0
1 4 4 63358 0 0
1 3 4 45268 1 1
3 3 1 97953 0 2
2 2 3 59325 1 1
3 3 0 -5829 0 2
1 3 4 15870 0 0
3 1 0 -32112 1 1
0 0 3 76971 0 0
2 1 4 -13151 0 0
2 4 2 42428 0 0
3 4 1 -5990 1 3
4 3 3 38492 0 2
3 3 0 20642 0 2
0 1 0 82680 1 1
2 1 0 55693 0 0
4 0 0 41836 0 1
4 2 1 86888 1 1
4 0 3 -3032 1 3
0 0 1 74816 1 1
0 1 3 94191 1 1
4 3 0 69243 1 3
1 2 1 -9354 1 0
4 2 2 74762 1 1
4 0 0 99728 0 1
4 2 1 36833 0 1
2 4 0 17665 0 0
4 0 4 85888 1 3
3 2 3 59935 0 2
1 3 2 -41461 1 0
4 2 2 92996 0 1
4 0 2 82042 0 1
2 4 1 75772 1 1
0 4 4 66070 0 0
2 1 1 36828 0 0
0 3 1 -40310 1 0
1 1 1 61291 1 1
2 3 0 -33690 0 0
3 0 4 53347 0 2
0 1 2 87870 1 1
4 0 1 58662 1 1
2 3 1 -15629 0 0
2 4 0 26830 0 0
4 1 2 71547 1 1
3 4 0 69869 0 2
4 3 3 61040 1 3
4 2 0 -21967 1 1
3 4 1 32512 0 2
4 0 0 21966 1 1
0 3 3 -28012 1 0
0 0 3 39599 0 0
4 0 2 74496 0 1
4 1 0 12410 1 1
4 1 2 83820 0 1
2 2 1 35337 1 0
3 4 4 74688 0 2
3 0 1 -14792 1 1
3 0 0 63749 1 1
4 2 3 35938 1 3
0 1 1 -4067 1 0
2 0 2 68533 0 0
0 1 1 93432 0 0
0 0 2 89606 0 0
3 2 4 -46109 1 3
3 0 4 -3194 1 3
1 4 3 28025 0 0
0 2 0 -46322 1 0
1 0 1 2606 1 0
3 0 0 9690 1 1
1 2 2 13158 1 0
1 2 1 -31965 1 0
1 3 2 -17975 1 0
1 1 3 43073 1 1
1 2 2 85279 1 1
1 1 2 21276 0 0
2 0 3 88671 1 1
1 3 1 89015 0 0
3 3 3 -9629 1 3
1 2 0 34664 0 0
3 4 2 -11572 0 2
0 0 1 -23548 0 0
3 3 3 -16947 0 2
1 0 3 22127 1 0
0 4 1 22787 1 0
0 2 0 -26765 0 0
2 4 4 90559 1 1
1 3 0 18473 1 0
2 0 3 40555 0 0
4 3 2 33171 0 2
1 2 2 -1145 0 0
2 4 4 58763 1 1
0 4 0 -4848 1 0
3 0 2 66795 0 1
3 4 0 70472 0 2
0 2 3 2216 0 0
3 2 2 -37346 1 1
2 2 3 -10728 1 0
3 3 3 44553 0 2
0 2 4 -13502 0 0
0 0 0 -32221 0 0
0 4 0 -522 0 0
3 1 3 16827 0 2
4 2 0 -28323 0 1
3 2 2 -4417 1 1
2 0 2 98458 1 1
4 2 3 89711 0 2
2 0 2 49223 1 1
1 2 0 -30365 1 0
0 2 2 25056 0 0
1 4 2 -27823 1 0
0 2 4 42404 0 0
2 3 0 26599 1 0
0 3 3 -23623 1 0
3 3 1 -29172 1 3
3 3 3 63511 0 2
4 1 1 97152 1 1
3 1 1 43962 0 1
2 0 4 46287 1 1
1 0 2 -26892 1 0
1 3 1 73586 1 1
0 0 0 26269 1 0
3 3 4 -30763 0 2
3 4 3 -20476 0 2
4 4 4 -29280 0 2
2 4 3 1546 0 0
2 2 0 4979 0 0
0 0 1 -28120 1 0
0 0 2 64667 0 0
3 4 1 -43553 1 3
2 1 2 56363 1 1
0 0 1 72888 0 0
4 2 2 -19607 0 1
2 4 4 -14717 0 0
1 3 1 43500 0 0
4 4 1 -49397 1 3
1 4 4 36175 1 0
4 4 3 80053 0 2
4 4 2 54514 1 3
0 4 1 21725 1 0
3 0 0 -7907 1 1
0 4 3 -34880 1 0
2 0 4 67195 0 0
1 1 4 89813 1 1
2 1 4 68514 1 1
4 0 2 -26565 0 1
4 0 1 34711 0 1
0 2 1 69285 1 1
0 2 1 79786 1 1
1 3 3 -43722 1 0
2 2 3 51522 0 0
2 1 2 53267 1 1
3 2 3 -4497 1 3
3 4 2 7250 0 2
4 0 3 72967 0 2
2 2 3 -6490 1 0
2 1 1 68508 1 1
2 2 4 55450 0 0
1 1 1 59542 0 0
2 1 4 -17357 0 0
0 2 0 27004 1 0
4 2 0 1674 1 1
1 2 4 47692 1 1
2 1 2 89467 0 0
1 2 3 82348 1 1
2 4 4 41755 0 0
1 4 0 21628 1 0
2 3 0 -18253 1 0
4 0 1 41886 0 1
0 3 4 15318 1 0
2 0 4 98939 0 0
2 2 0 90267 1 1
2 0 4 38736 0 0
3 1 0 12170 1 1
0 2 2 71208 0 0
2 3 3 -49898 1 0
2 4 2 -38007 1 0
3 1 0 -47402 0 1
0 4 0 78435 0 0
1 4 4 61086 1 1
3 4 2 77222 1 3
3 4 0 50523 0 2
0 0 3 99862 0 0
0 0 4 -20885 0 0
2 3 3 58794 0 0
1 3 2 -17474 0 0
2 2 1 -7011 1 0
1 3 1 90534 0 0
2 2 1 -4747 1 0
1 1 3 -37871 1 0
2 3 3 -30898 1 0
1 3 2 51943 0 0
2 0 0 26744 1 0
2 0 3 7992 1 0
2 1 4 -47033 1 0
1 1 3 15493 0 0
1 2 1 -1391 1 0
1 3 3 94084 0 0
2 0 1 -7041 0 0
4 0 3 40081 1 3
1 1 0 39503 1 0
1 2 0 -46665 0 0
4 2 4 -14198 1 3
4 2 3 -35054 1 3
4 3 4 43403 0 2
1 1 0 64884 1 1
1 2 4 -12338 0 0
4 2 4 62020 1 3
0 2 4 -11541 0 0
3 2 4 -18784 0 2
0 0 4 -28086 0 0
4 1 3 92417 1 3
4 3 3 34973 1 3
2 4 1 8704 1 0
3 0 4 17530 0 2
2 2 2 -14674 0 0
3 2 1 27670 0 1
2 1 4 23964 1 0
1 1 0 75358 0 0
4 4 2 96889 1 3
4 0 4 35500 0 2
1 0 1 33522 0 0
3 4 4 -30142 1 3
0 0 4 29269 0 0
4 2 4 90734 1 3
2 0 1 -35703 0 0
2 0 1 -23767 1 0
0 2 4 44495 0 0
1 2 2 69039 0 0
1 0 3 82952 0 0
4 3 4 -77 1 3
0 0 2 47576 1 1
1 2 2 5184 1 0
3 0 3 -45573 0 2
0 0 0 69788 1 1
3 1 4 -46145 1 3
1 3 3 12840 1 0
0 0 4 5431 1 0
2 3 0 75874 1 1
1 1 4 9064 0 0
3 1 2 54648 0 1
4 3 4 -38404 1 3
1 3 4 57137 0 0
4 2 1 20341 1 1
4 2 4 99172 1 3
1 4 0 85203 1 1
0 4 4 80932 1 1
4 0 3 73885 0 2
3 2 4 22892 0 2
1 0 4 -45027 0 0
4 0 3 89820 1 3
2 4 3 -12715 1 0
1 2 0 69279 1 1
0 2 1 28782 0 0
2 0 1 93230 1 1
0 2 2 35548 0 0
2 2 1 66227 1 1
1 3 0 8747 0 0
2 4 0 -41510 0 0
0 0 1 -45591 0 0
0 3 4 -43319 1 0
2 0 3 -23898 1 0
3 3 4 82780 1 3
0 0 3 44144 0 0
1 4 4 89540 1 1
1 1 4 93353 1 1
4 0 4 9197 1 3
2 1 2 71884 1 1
4 2 0 -35681 0 1
2 1 4 -12556 0 0
1 2 4 16537 0 0
3 2 4 70086 0 2
2 4 0 65088 1 1
2 3 0 45865 0 0
4 2 3 88957 0 2
0 4 2 -17056 1 0
0 0 3 -41100 1 0
3 4 2 -3703 0 2
0 3 0 48684 0 0
3 1 4 80335 1 3
1 2 1 37516 1 0
2 0 2 18565 0 0
1 2 3 44803 1 1
4 3 1 50810 1 3
0 4 3 -20037 1 0
1 2 1 19995 0 0
4 0 3 12066 1 3
4 2 0 15313 1 1
2 2 4 15842 1 0
4 0 2 -49430 1 1
1 1 4 4078 1 0
3 2 0 53586 1 1
1 3 3 -21530 1 0
2 4 0 89947 1 1
1 1 4 32251 0 0
0 0 1 46723 1 1
3 0 1 -20506 1 1
4 4 2 -33389 1 3
4 0 4 648 1 3
1 1 0 11541 1 0
0 0 0 -37250 0 0
3 1 0 33249 1 1
4 3 0 -34762 1 3
2 0 4 80423 0 0
2 3 1 -32230 0 0
4 2 0 65242 0 1
3 4 2 64035 1 3
4 3 1 49287 1 3
3 0 0 88514 1 1
0 1 4 91304 0 0
3 1 0 93644 0 1
4 4 4 97178 1 3
1 0 4 -30207 1 0
4 4 4 -17988 1 3
3 3 3 1135 1 3
2 4 1 52476 1 1
1 1 3 -40263 1 0
4 1 0 35546 1 1
4 3 0 20351 0 2
3 0 3 64456 1 3
1 4 0 -19900 1 0
0 3 2 15238 0 0
3 1 1 95447 1 1
2 1 0 66322 1 1
4 3 2 -1502 0 2
1 1 2 90420 1 1
1 0 3 98830 1 1
3 0 0 -33381 0 1
4 4 0 91317 1 3
4 3 2 -30490 1 3
3 0 1 57374 0 1
2 1 3 56720 1 1
4 0 0 78401 1 1
0 4 1 40808 0 0
4 2 2 72939 1 1
4 0 4 -5291 1 3
4 3 4 47747 0 2
4 0 2 61374 0 1
2 0 3 -1971 1 0
1 0 3 61542 1 1
2 0 0 11209 1 0
0 2 2 90543 1 1
1 3 4 -23026 1 0
4 0 1 -12929 1 1
3 4 2 63016 0 2
2 1 1 63939 0 0
3 1 0 67539 1 1
4 1 2 1707 0 1
2 2 0 67230 1 1
0 4 2 -33428 0 0
3 0 3 64108 0 2
4 2 4 78474 0 2
4 2 4 58910 0 2
0 4 1 39158 0 0
3 1 2 99611 1 1
1 0 1 15384 1 0
1 4 2 34543 0 0
2 0 0 -25199 0 0
4 1 3 58329 1 3
0 4 3 97682 1 1
2 1 2 -29487 1 0
2 4 4 91815 1 1
3 0 0 81904 0 1
4 2 2 -43192 1 1
0 4 1 58299 0 0
2 4 3 88959 1 1
1 3 1 49788 1 1
3 4 1 93311 0 2
1 1 3 64118 0 0
0 0 3 12925 1 0
3 0 1 -7018 0 1
2 1 0 26247 0 0
0 4 3 -7706 1 0
3 4 1 59153 1 3
4 0 4 17151 0 2
1 4 0 84834 1 1
0 4 1 49327 0 0
2 3 4 37453 0 0
0 4 0 18238 1 0
3 2 4 -38143 0 2
3 3 0 38885 1 3
4 1 3 24346 1 3
3 1 0 -28294 1 1
4 2 1 -3211 0 1
4 1 4 51879 1 3
1 3 1 5272 1 0
0 4 4 -4445 0 0
4 2 2 34856 0 1
0 4 4 -14687 1 0
1 0 4 -800 1 0
4 2 0 -12730 1 1
2 0 1 8040 1 0
2 1 2 -18638 0 0
3 0 3 84918 1 3
4 3 4 65648 0 2
0 0 3 -7288 0 0
3 0 1 -38078 0 1
0 4 3 -30764 1 0
0 3 1 -29445 0 0
0 2 1 -26366 0 0
3 0 3 35485 0 2
2 0 3 -1648 0 0
2 3 4 71856 1 1
4 2 2 41595 1 1
0 2 1 37588 0 0
4 2 1 -39288 0 1
3 0 3 -37065 0 2
2 1 3 -11197 0 0
3 4 1 -33921 0 2
3 2 3 -16412 1 3
3 1 1 94318 0 1
0 2 1 47886 1 1
4 4 4 -27118 0 2
3 2 1 -10039 0 1
2 0 1 2906 0 0
2 1 0 60207 1 1
2 2 3 79008 1 1
0 3 3 37478 1 0
4 3 2 99428 1 3
1 2 0 63192 0 0
2 0 0 27817 0 0
4 0 0 45098 1 1
0 4 3 95866 1 1
3 2 0 -38983 0 1
0 2 0 41705 0 0
0 3 1 -2560 0 0
3 4 2 44915 1 3
1 2 2 -2898 0 0
1 1 4 -17174 0 0
2 4 4 66206 0 0
0 0 2 -41752 1 0
4 3 1 38215 0 2
2 4 0 -4920 0 0
4 4 4 86858 0 2
4 1 1 1655 0 1
2 2 0 -1546 0 0
1 3 3 84693 0 0
3 0 4 -43824 1 3
0 2 0 23580 0 0
3 4 0 41932 0 2
0 4 0 57441 1 1
2 4 3 4017 1 0
0 4 1 49509 1 1
0 4 0 67327 1 1
4 3 3 -7601 1 3
2 0 2 27380 1 0
0 1 1 49862 1 1
1 0 3 8953 0 0
3 1 2 65310 0 1
4 3 2 64705 0 2
3 2 2 -30260 1 1
3 4 1 66120 0 2
1 2 0 35899 0 0
1 0 0 -45538 0 0
4 4 0 7478 0 2
3 0 1 99881 0 1
0 2 2 99443 1 1
3 4 0 -22664 1 3
1 2 1 57168 1 1
3 0 2 -7735 1 1
4 3 1 44800 1 3
1 1 3 -21364 1 0
3 0 4 -24610 0 2
3 1 3 80901 0 2
1 2 0 -34468 0 0
1 4 1 20303 1 0
0 3 3 57465 1 1
3 4 0 97956 1 3
2 4 2 95060 0 0
1 3 1 52355 0 0
0 4 4 11762 0 0
4 0 3 66240 0 2
4 1 0 26642 0 1
1 0 0 43641 1 1
3 3 1 -33119 1 3
1 2 4 -26430 0 0
4 1 1 -42899 1 1
2 3 2 -23004 1 0
0 3 3 40990 1 1
0 1 1 -46060 1 0
3 0 1 15530 0 1
3 3 4 -45823 0 2
3 2 1 57309 0 1
4 3 4 41502 0 2
3 3 3 3812 1 3
1 0 4 87013 1 1
3 4 1 63412 0 2
2 3 1 59433 1 1
0 4 2 67732 1 1
2 2 1 -22753 0 0
1 1 1 47184 1 1
3 0 3 87987 0 2
2 4 3 -29078 1 0
4 3 3 60481 0 2
1 0 0 57073 1 1
2 0 4 -2781 0 0
1 3 1 18124 0 0
1 3 4 -37529 0 0
1 0 2 99739 0 0
3 2 3 -25468 1 3
3 4 0 57048 1 3
2 2 1 10363 0 0
3 0 3 46875 1 3
4 1 4 82760 1 3
4 1 0 56281 1 1
4 3 1 -19560 1 3
2 1 3 -32376 1 0
0 4 2 6561 0 0
3 2 2 -42372 0 1
2 0 2 46801 0 0
4 0 4 60577 0 2
1 4 0 5801 1 0
4 1 3 -32877 1 3
4 4 3 7747 1 3
3 0 4 80864 1 3
2 1 3 -22590 0 0
3 3 2 -29246 1 3
2 1 0 59218 0 0
4 0 3 7944 1 3
1 4 1 -6299 0 0
1 1 0 -41226 1 0
1 3 4 -20763 0 0
0 0 0 97161 1 1
3 2 2 -24305 0 1
1 1 0 -27335 1 0
1 2 4 -44864 0 0
1 3 4 16394 0 0
0 3 0 -32284 1 0
2 4 2 -4430 0 0
3 3 1 48176 0 2
1 1 4 -3601 1 0
2 1 0 43480 0 0
4 3 1 -28903 1 3
0 2 3 68588 0 0
4 4 1 -28501 0 2
3 3 0 90851 0 2
3 2 3 54753 1 3
4 2 4 69182 0 2
1 1 4 20054 0 0
2 0 0 10732 1 0
1 2 0 -46436 1 0
0 0 3 96448 1 1
0 0 1 78365 0 0
1 1 0 49111 0 0
3 1 1 89715 0 1
4 2 2 -44508 0 1
4 4 0 22140 0 2
4 2 2 -38645 0 1
1 1 2 50372 1 1
1 4 0 78556 1 1
1 0 0 -31912 0 0
2 1 0 12410 0 0
4 0 1 40797 1 1
2 1 0 9336 1 0
3 2 4 47352 1 3
1 0 1 99325 1 1
0 0 4 -26641 0 0
0 3 2 87160 0 0
